Borough,Neighbourhood,game,year,Ticket_sales,Net_sales,Income,SES,Education,MBSA,Population,jackpot_size
Downtown Toronto,"Garden District, Ryerson",Lotto 649,2015,576.358904109589,3304.849315068493,27600,1.549405949,13.01268201,0.734842951,11352,14010958.90410959
Downtown Toronto,"Garden District, Ryerson",Lotto Max,2012,589.9972677595629,5187.622950819672,27600,1.549405949,13.01268201,0.734842951,11352,35483606.55737705
Downtown Toronto,"Garden District, Ryerson",Lotto Max,2013,484.5178082191781,4073.904109589041,27600,1.549405949,13.01268201,0.734842951,11352,27515068.493150685
Downtown Toronto,"Garden District, Ryerson",Lotto Max,2014,411.8794520547945,3454.054794520548,27600,1.549405949,13.01268201,0.734842951,11352,28005479.452054795
Downtown Toronto,"Garden District, Ryerson",Lotto Max,2015,544.0876712328767,4644.260273972603,27600,1.549405949,13.01268201,0.734842951,11352,40539726.02739726
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lottario,2012,149.28142076502732,432.71857923497265,49656,5.242297816,16.19274809,0.799870884,10454,448142.07650273223
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lottario,2013,166.26575342465753,489.5041095890411,49656,5.242297816,16.19274809,0.799870884,10454,486767.12328767125
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lottario,2014,134.29041095890412,411.4,49656,5.242297816,16.19274809,0.799870884,10454,386084.9315068493
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lottario,2015,131.75342465753425,377.91506849315067,49656,5.242297816,16.19274809,0.799870884,10454,494164.38356164383
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto 649,2012,1492.8060109289618,6950.224043715847,49656,5.242297816,16.19274809,0.799870884,10454,10366120.218579235
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto 649,2013,1497.4164383561645,7674.134246575342,49656,5.242297816,16.19274809,0.799870884,10454,10890410.95890411
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto 649,2014,1112.0383561643835,6581.909589041096,49656,5.242297816,16.19274809,0.799870884,10454,8641095.89041096
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto 649,2015,1106.3013698630136,6823.8,49656,5.242297816,16.19274809,0.799870884,10454,14010958.90410959
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto Max,2012,1569.808743169399,14628.333333333334,49656,5.242297816,16.19274809,0.799870884,10454,35483606.55737705
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto Max,2013,1146.841095890411,10254.09589041096,49656,5.242297816,16.19274809,0.799870884,10454,27515068.493150685
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto Max,2014,1137.0931506849315,10122.602739726028,49656,5.242297816,16.19274809,0.799870884,10454,28005479.452054795
Downtown Toronto,Harbourfront East / Union Station / Toronto Islands,Lotto Max,2015,1227.682191780822,11370.191780821919,49656,5.242297816,16.19274809,0.799870884,10454,40539726.02739726
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lottario,2012,109.47540983606558,334.3633879781421,19467,-0.905692368,10.2903671,0.627246925,18705,448142.07650273223
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lottario,2013,117.23287671232876,356.4986301369863,19467,-0.905692368,10.2903671,0.627246925,18705,486767.12328767125
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lottario,2014,97.54794520547945,303.76438356164385,19467,-0.905692368,10.2903671,0.627246925,18705,386084.9315068493
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lottario,2015,109.92054794520548,360.3013698630137,19467,-0.905692368,10.2903671,0.627246925,18705,494164.38356164383
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto 649,2012,1198.950819672131,6196.3661202185795,19467,-0.905692368,10.2903671,0.627246925,18705,10366120.218579235
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto 649,2013,1119.0027397260274,6252.424657534247,19467,-0.905692368,10.2903671,0.627246925,18705,10890410.95890411
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto 649,2014,791.4575342465754,5010.279452054794,19467,-0.905692368,10.2903671,0.627246925,18705,8641095.89041096
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto 649,2015,843.0109589041095,5359.2986301369865,19467,-0.905692368,10.2903671,0.627246925,18705,14010958.90410959
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto Max,2012,757.3852459016393,6612.636612021858,19467,-0.905692368,10.2903671,0.627246925,18705,35483606.55737705
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto Max,2013,542.654794520548,4504.602739726028,19467,-0.905692368,10.2903671,0.627246925,18705,27515068.493150685
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto Max,2014,514.254794520548,4196.712328767123,19467,-0.905692368,10.2903671,0.627246925,18705,28005479.452054795
Downtown Toronto,Kensington Market / Chinatown / Grange Park,Lotto Max,2015,607.6356164383561,5178.835616438356,19467,-0.905692368,10.2903671,0.627246925,18705,40539726.02739726
Downtown Toronto,Regent Park / Harbourfront,Lottario,2012,85.00273224043715,270.8524590163934,26954,-0.193867121,9.988023952,0.635252165,34649,448142.07650273223
Downtown Toronto,Regent Park / Harbourfront,Lottario,2013,99.71780821917808,318.46849315068494,26954,-0.193867121,9.988023952,0.635252165,34649,486767.12328767125
Downtown Toronto,Regent Park / Harbourfront,Lottario,2014,83.48219178082192,266.1397260273973,26954,-0.193867121,9.988023952,0.635252165,34649,386084.9315068493
Downtown Toronto,Regent Park / Harbourfront,Lottario,2015,96.79452054794521,318.9287671232877,26954,-0.193867121,9.988023952,0.635252165,34649,494164.38356164383
Downtown Toronto,Regent Park / Harbourfront,Lotto 649,2012,800.6448087431694,3677.2295081967213,26954,-0.193867121,9.988023952,0.635252165,34649,10366120.218579235
Downtown Toronto,Regent Park / Harbourfront,Lotto 649,2013,810.3698630136986,3955.8273972602738,26954,-0.193867121,9.988023952,0.635252165,34649,10890410.95890411
Downtown Toronto,Regent Park / Harbourfront,Lotto 649,2014,616.3068493150685,3453.67397260274,26954,-0.193867121,9.988023952,0.635252165,34649,8641095.89041096
Downtown Toronto,Regent Park / Harbourfront,Lotto 649,2015,673.9780821917808,3880.9068493150685,26954,-0.193867121,9.988023952,0.635252165,34649,14010958.90410959
Downtown Toronto,Regent Park / Harbourfront,Lotto Max,2012,588.4644808743169,5122.841530054645,26954,-0.193867121,9.988023952,0.635252165,34649,35483606.55737705
Downtown Toronto,Regent Park / Harbourfront,Lotto Max,2013,448.15890410958906,3661.027397260274,26954,-0.193867121,9.988023952,0.635252165,34649,27515068.493150685
Downtown Toronto,Regent Park / Harbourfront,Lotto Max,2014,448.73150684931505,3656.6164383561645,26954,-0.193867121,9.988023952,0.635252165,34649,28005479.452054795
Downtown Toronto,Regent Park / Harbourfront,Lotto Max,2015,550.4109589041096,4644.986301369863,26954,-0.193867121,9.988023952,0.635252165,34649,40539726.02739726
Downtown Toronto,Richmond / Adelaide / King,Lottario,2012,86.76966292134831,278.2050561797753,47692,4.234776128,13.9009901,0.788819876,1027,452780.8988764045
Downtown Toronto,Richmond / Adelaide / King,Lottario,2013,93.19047619047619,278.71148459383755,47692,4.234776128,13.9009901,0.788819876,1027,489383.7535014006
Downtown Toronto,Richmond / Adelaide / King,Lottario,2014,78.55873925501433,242.44126074498567,47692,4.234776128,13.9009901,0.788819876,1027,389028.65329512896
Downtown Toronto,Richmond / Adelaide / King,Lottario,2015,85.84530386740332,259.085635359116,47692,4.234776128,13.9009901,0.788819876,1027,495939.22651933704
Downtown Toronto,Richmond / Adelaide / King,Lotto 649,2012,821.1147540983607,4089.2349726775956,47692,4.234776128,13.9009901,0.788819876,1027,10366120.218579235
Downtown Toronto,Richmond / Adelaide / King,Lotto 649,2013,834.3616438356164,4611.213698630137,47692,4.234776128,13.9009901,0.788819876,1027,10890410.95890411
Downtown Toronto,Richmond / Adelaide / King,Lotto 649,2014,629.2739726027397,3999.9205479452053,47692,4.234776128,13.9009901,0.788819876,1027,8641095.89041096
Downtown Toronto,Richmond / Adelaide / King,Lotto 649,2015,704.7561643835617,4484.104109589041,47692,4.234776128,13.9009901,0.788819876,1027,14010958.90410959
Downtown Toronto,Richmond / Adelaide / King,Lotto Max,2012,928.5191256830601,9014.180327868853,47692,4.234776128,13.9009901,0.788819876,1027,35483606.55737705
Downtown Toronto,Richmond / Adelaide / King,Lotto Max,2013,691.2246575342466,6482.561643835616,47692,4.234776128,13.9009901,0.788819876,1027,27515068.493150685
Downtown Toronto,Richmond / Adelaide / King,Lotto Max,2014,700.1232876712329,6466.917808219178,47692,4.234776128,13.9009901,0.788819876,1027,28005479.452054795
Downtown Toronto,Richmond / Adelaide / King,Lotto Max,2015,833.9369863013699,7842.109589041096,47692,4.234776128,13.9009901,0.788819876,1027,40539726.02739726
Downtown Toronto,Rosedale,Lottario,2012,152.60382513661202,431.60655737704917,53369,5.58347121,15.41420118,0.830200907,14022,448142.07650273223
Downtown Toronto,Rosedale,Lottario,2013,172.83561643835617,496.94794520547947,53369,5.58347121,15.41420118,0.830200907,14022,486767.12328767125
Downtown Toronto,Rosedale,Lottario,2014,144.78082191780823,400.5890410958904,53369,5.58347121,15.41420118,0.830200907,14022,386084.9315068493
Downtown Toronto,Rosedale,Lottario,2015,181.21369863013697,496.958904109589,53369,5.58347121,15.41420118,0.830200907,14022,494164.38356164383
Downtown Toronto,Rosedale,Lotto 649,2012,1519.6994535519125,6612.153005464481,53369,5.58347121,15.41420118,0.830200907,14022,10366120.218579235
Downtown Toronto,Rosedale,Lotto 649,2013,1533.4575342465753,7358.134246575342,53369,5.58347121,15.41420118,0.830200907,14022,10890410.95890411
Downtown Toronto,Rosedale,Lotto 649,2014,1109.9123287671232,6161.186301369863,53369,5.58347121,15.41420118,0.830200907,14022,8641095.89041096
Downtown Toronto,Rosedale,Lotto 649,2015,1308.2109589041097,7428.52602739726,53369,5.58347121,15.41420118,0.830200907,14022,14010958.90410959
Downtown Toronto,Rosedale,Lotto Max,2012,1274.4754098360656,11009.590163934427,53369,5.58347121,15.41420118,0.830200907,14022,35483606.55737705
Downtown Toronto,Rosedale,Lotto Max,2013,976.9479452054794,8089.13698630137,53369,5.58347121,15.41420118,0.830200907,14022,27515068.493150685
Downtown Toronto,Rosedale,Lotto Max,2014,946.427397260274,7741.027397260274,53369,5.58347121,15.41420118,0.830200907,14022,28005479.452054795
Downtown Toronto,Rosedale,Lotto Max,2015,1196.495890410959,9992.945205479453,53369,5.58347121,15.41420118,0.830200907,14022,40539726.02739726
Downtown Toronto,St. James Town,Lottario,2012,43.53846153846154,126.4478021978022,49875,4.797876159,14.40564374,0.814385151,2974,449230.76923076925
Downtown Toronto,St. James Town,Lottario,2013,50.15068493150685,147.62465753424658,49875,4.797876159,14.40564374,0.814385151,2974,486767.12328767125
Downtown Toronto,St. James Town,Lottario,2014,46.33424657534247,144.91780821917808,49875,4.797876159,14.40564374,0.814385151,2974,386084.9315068493
Downtown Toronto,St. James Town,Lottario,2015,53.26027397260274,171.413698630137,49875,4.797876159,14.40564374,0.814385151,2974,494164.38356164383
Downtown Toronto,St. James Town,Lotto 649,2012,396.56284153005464,1999.0546448087432,49875,4.797876159,14.40564374,0.814385151,2974,10366120.218579235
Downtown Toronto,St. James Town,Lotto 649,2013,424.88493150684934,2316.109589041096,49875,4.797876159,14.40564374,0.814385151,2974,10890410.95890411
Downtown Toronto,St. James Town,Lotto 649,2014,327.4739726027397,2016.6493150684933,49875,4.797876159,14.40564374,0.814385151,2974,8641095.89041096
Downtown Toronto,St. James Town,Lotto 649,2015,391.2054794520548,2520.797260273973,49875,4.797876159,14.40564374,0.814385151,2974,14010958.90410959
Downtown Toronto,St. James Town,Lotto Max,2012,436.948087431694,4341.079234972678,49875,4.797876159,14.40564374,0.814385151,2974,35483606.55737705
Downtown Toronto,St. James Town,Lotto Max,2013,334.9616438356164,3157.4109589041095,49875,4.797876159,14.40564374,0.814385151,2974,27515068.493150685
Downtown Toronto,St. James Town,Lotto Max,2014,348.67397260273975,3249.082191780822,49875,4.797876159,14.40564374,0.814385151,2974,28005479.452054795
Downtown Toronto,St. James Town,Lotto Max,2015,445.75342465753425,4278.972602739726,49875,4.797876159,14.40564374,0.814385151,2974,40539726.02739726
Downtown Toronto,St. James Town / Cabbagetown,Lottario,2012,62.80054644808743,196.44262295081967,20101,-1.469093731,9.936642554,0.555456965,20387,448142.07650273223
Downtown Toronto,St. James Town / Cabbagetown,Lottario,2013,70.13150684931507,220.7041095890411,20101,-1.469093731,9.936642554,0.555456965,20387,486767.12328767125
Downtown Toronto,St. James Town / Cabbagetown,Lottario,2014,55.967123287671235,171.83287671232875,20101,-1.469093731,9.936642554,0.555456965,20387,386084.9315068493
Downtown Toronto,St. James Town / Cabbagetown,Lottario,2015,62.18356164383562,192.2876712328767,20101,-1.469093731,9.936642554,0.555456965,20387,494164.38356164383
Downtown Toronto,St. James Town / Cabbagetown,Lotto 649,2012,517.1857923497267,2203.96174863388,20101,-1.469093731,9.936642554,0.555456965,20387,10366120.218579235
Downtown Toronto,St. James Town / Cabbagetown,Lotto 649,2013,527.4712328767123,2412.5150684931505,20101,-1.469093731,9.936642554,0.555456965,20387,10890410.95890411
Downtown Toronto,St. James Town / Cabbagetown,Lotto 649,2014,390.4438356164384,2069.1287671232876,20101,-1.469093731,9.936642554,0.555456965,20387,8641095.89041096
Downtown Toronto,St. James Town / Cabbagetown,Lotto 649,2015,428.1945205479452,2324.671232876712,20101,-1.469093731,9.936642554,0.555456965,20387,14010958.90410959
Downtown Toronto,St. James Town / Cabbagetown,Lotto Max,2012,349.55464480874315,2871.55737704918,20101,-1.469093731,9.936642554,0.555456965,20387,35483606.55737705
Downtown Toronto,St. James Town / Cabbagetown,Lotto Max,2013,276.786301369863,2192.890410958904,20101,-1.469093731,9.936642554,0.555456965,20387,27515068.493150685
Downtown Toronto,St. James Town / Cabbagetown,Lotto Max,2014,263.82465753424657,2063.205479452055,20101,-1.469093731,9.936642554,0.555456965,20387,28005479.452054795
Downtown Toronto,St. James Town / Cabbagetown,Lotto Max,2015,324.6575342465753,2623.4383561643835,20101,-1.469093731,9.936642554,0.555456965,20387,40539726.02739726
Downtown Toronto,University of Toronto / Harbord,Lottario,2012,49.53005464480874,169.20491803278688,25291,2.291270264,15.51592357,0.759223301,13690,448142.07650273223
Downtown Toronto,University of Toronto / Harbord,Lottario,2013,53.726027397260275,203.4191780821918,25291,2.291270264,15.51592357,0.759223301,13690,486767.12328767125
Downtown Toronto,University of Toronto / Harbord,Lottario,2014,42.989041095890414,159.81643835616438,25291,2.291270264,15.51592357,0.759223301,13690,386084.9315068493
Downtown Toronto,University of Toronto / Harbord,Lottario,2015,45.221917808219175,152.45479452054795,25291,2.291270264,15.51592357,0.759223301,13690,494164.38356164383
Downtown Toronto,University of Toronto / Harbord,Lotto 649,2012,428.7049180327869,2740.6994535519125,25291,2.291270264,15.51592357,0.759223301,13690,10366120.218579235
Downtown Toronto,University of Toronto / Harbord,Lotto 649,2013,442.5123287671233,3261.9890410958906,25291,2.291270264,15.51592357,0.759223301,13690,10890410.95890411
Downtown Toronto,University of Toronto / Harbord,Lotto 649,2014,324.758904109589,2467.61095890411,25291,2.291270264,15.51592357,0.759223301,13690,8641095.89041096
Downtown Toronto,University of Toronto / Harbord,Lotto 649,2015,364.8301369863014,2534.778082191781,25291,2.291270264,15.51592357,0.759223301,13690,14010958.90410959
Downtown Toronto,University of Toronto / Harbord,Lotto Max,2012,363.21857923497265,3641.789617486339,25291,2.291270264,15.51592357,0.759223301,13690,35483606.55737705
Downtown Toronto,University of Toronto / Harbord,Lotto Max,2013,274.68219178082194,2722.2328767123286,25291,2.291270264,15.51592357,0.759223301,13690,27515068.493150685
Downtown Toronto,University of Toronto / Harbord,Lotto Max,2014,274.9178082191781,2519.3698630136987,25291,2.291270264,15.51592357,0.759223301,13690,28005479.452054795
Downtown Toronto,University of Toronto / Harbord,Lotto Max,2015,300.0821917808219,2810.753424657534,25291,2.291270264,15.51592357,0.759223301,13690,40539726.02739726
East York,Leaside,Lottario,2012,45.540983606557376,149.55737704918033,51469,3.900942736,11.65927589,0.789200415,18030,448142.07650273223
East York,Leaside,Lottario,2013,56.484931506849314,187.6821917808219,51469,3.900942736,11.65927589,0.789200415,18030,486767.12328767125
East York,Leaside,Lottario,2014,46.66027397260274,141.81917808219177,51469,3.900942736,11.65927589,0.789200415,18030,386084.9315068493
East York,Leaside,Lottario,2015,59.271232876712325,191.16986301369863,51469,3.900942736,11.65927589,0.789200415,18030,494164.38356164383
East York,Leaside,Lotto 649,2012,435.655737704918,2335.207650273224,51469,3.900942736,11.65927589,0.789200415,18030,10366120.218579235
East York,Leaside,Lotto 649,2013,484.27671232876713,2740.531506849315,51469,3.900942736,11.65927589,0.789200415,18030,10890410.95890411
East York,Leaside,Lotto 649,2014,394.1232876712329,2538.328767123288,51469,3.900942736,11.65927589,0.789200415,18030,8641095.89041096
East York,Leaside,Lotto 649,2015,475.8876712328767,3058.717808219178,51469,3.900942736,11.65927589,0.789200415,18030,14010958.90410959
East York,Leaside,Lotto Max,2012,371.89344262295083,3419.4262295081967,51469,3.900942736,11.65927589,0.789200415,18030,35483606.55737705
East York,Leaside,Lotto Max,2013,304.7972602739726,2660.5753424657532,51469,3.900942736,11.65927589,0.789200415,18030,27515068.493150685
East York,Leaside,Lotto Max,2014,313.88493150684934,2715.123287671233,51469,3.900942736,11.65927589,0.789200415,18030,28005479.452054795
East York,Leaside,Lotto Max,2015,424.02465753424656,3718.931506849315,51469,3.900942736,11.65927589,0.789200415,18030,40539726.02739726
East York,Parkview Hill / Woodbine Gardens,Lottario,2012,68.31967213114754,224.7486338797814,27596,-1.54585159,6.992104547,0.57097957,18453,448142.07650273223
East York,Parkview Hill / Woodbine Gardens,Lottario,2013,78.95867768595042,252.3030303030303,27596,-1.54585159,6.992104547,0.57097957,18453,488071.6253443526
East York,Parkview Hill / Woodbine Gardens,Lottario,2014,73.86301369863014,233.39178082191782,27596,-1.54585159,6.992104547,0.57097957,18453,386084.9315068493
East York,Parkview Hill / Woodbine Gardens,Lottario,2015,84.46575342465754,252.62465753424658,27596,-1.54585159,6.992104547,0.57097957,18453,494164.38356164383
East York,Parkview Hill / Woodbine Gardens,Lotto 649,2012,469.844262295082,2340.9180327868853,27596,-1.54585159,6.992104547,0.57097957,18453,10366120.218579235
East York,Parkview Hill / Woodbine Gardens,Lotto 649,2013,468.4120879120879,2543.565934065934,27596,-1.54585159,6.992104547,0.57097957,18453,10890109.89010989
East York,Parkview Hill / Woodbine Gardens,Lotto 649,2014,387.4082191780822,2358.4438356164383,27596,-1.54585159,6.992104547,0.57097957,18453,8641095.89041096
East York,Parkview Hill / Woodbine Gardens,Lotto 649,2015,420.6657534246575,2548.6684931506848,27596,-1.54585159,6.992104547,0.57097957,18453,14010958.90410959
East York,Parkview Hill / Woodbine Gardens,Lotto Max,2012,323.95628415300547,2776.6939890710382,27596,-1.54585159,6.992104547,0.57097957,18453,35483606.55737705
East York,Parkview Hill / Woodbine Gardens,Lotto Max,2013,252.55769230769232,2070.5082417582416,27596,-1.54585159,6.992104547,0.57097957,18453,27478021.97802198
East York,Parkview Hill / Woodbine Gardens,Lotto Max,2014,257.5068493150685,2098.876712328767,27596,-1.54585159,6.992104547,0.57097957,18453,28005479.452054795
East York,Parkview Hill / Woodbine Gardens,Lotto Max,2015,313.9698630136986,2601.27397260274,27596,-1.54585159,6.992104547,0.57097957,18453,40539726.02739726
East York,Thorncliffe Park,Lottario,2012,70.94262295081967,205.99180327868854,19261,-2.953232267,7.579836512,0.465006729,18478,448142.07650273223
East York,Thorncliffe Park,Lottario,2013,78.33424657534246,231.58904109589042,19261,-2.953232267,7.579836512,0.465006729,18478,486767.12328767125
East York,Thorncliffe Park,Lottario,2014,70.54246575342465,208.18082191780823,19261,-2.953232267,7.579836512,0.465006729,18478,386084.9315068493
East York,Thorncliffe Park,Lottario,2015,79.53698630136986,224.64383561643837,19261,-2.953232267,7.579836512,0.465006729,18478,494164.38356164383
East York,Thorncliffe Park,Lotto 649,2012,552.7322404371585,2407.51912568306,19261,-2.953232267,7.579836512,0.465006729,18478,10366120.218579235
East York,Thorncliffe Park,Lotto 649,2013,549.1123287671232,2635.4657534246576,19261,-2.953232267,7.579836512,0.465006729,18478,10890410.95890411
East York,Thorncliffe Park,Lotto 649,2014,414.73972602739724,2362.4794520547944,19261,-2.953232267,7.579836512,0.465006729,18478,8641095.89041096
East York,Thorncliffe Park,Lotto 649,2015,447.06301369863013,2558.2109589041097,19261,-2.953232267,7.579836512,0.465006729,18478,14010958.90410959
East York,Thorncliffe Park,Lotto Max,2012,376.07650273224044,3098.934426229508,19261,-2.953232267,7.579836512,0.465006729,18478,35483606.55737705
East York,Thorncliffe Park,Lotto Max,2013,291.1616438356164,2297.4931506849316,19261,-2.953232267,7.579836512,0.465006729,18478,27515068.493150685
East York,Thorncliffe Park,Lotto Max,2014,286.3835616438356,2230.054794520548,19261,-2.953232267,7.579836512,0.465006729,18478,28005479.452054795
East York,Thorncliffe Park,Lotto Max,2015,345.04657534246576,2782.082191780822,19261,-2.953232267,7.579836512,0.465006729,18478,40539726.02739726
East York,Woodbine Heights,Lottario,2012,187.70491803278688,575.3060109289618,28503,-0.67405419,8.564887177,0.609923514,45822,448142.07650273223
East York,Woodbine Heights,Lottario,2013,200.95068493150686,612.2575342465753,28503,-0.67405419,8.564887177,0.609923514,45822,486767.12328767125
East York,Woodbine Heights,Lottario,2014,169.71506849315068,499.041095890411,28503,-0.67405419,8.564887177,0.609923514,45822,386084.9315068493
East York,Woodbine Heights,Lottario,2015,185.86849315068494,550.5753424657535,28503,-0.67405419,8.564887177,0.609923514,45822,494164.38356164383
East York,Woodbine Heights,Lotto 649,2012,1400.2185792349726,6367.852459016393,28503,-0.67405419,8.564887177,0.609923514,45822,10366120.218579235
East York,Woodbine Heights,Lotto 649,2013,1383.2904109589042,6819.350684931507,28503,-0.67405419,8.564887177,0.609923514,45822,10890410.95890411
East York,Woodbine Heights,Lotto 649,2014,1032.6356164383562,5903.54794520548,28503,-0.67405419,8.564887177,0.609923514,45822,8641095.89041096
East York,Woodbine Heights,Lotto 649,2015,1087.8602739726027,6184.191780821918,28503,-0.67405419,8.564887177,0.609923514,45822,14010958.90410959
East York,Woodbine Heights,Lotto Max,2012,972.1120218579235,7914.234972677596,28503,-0.67405419,8.564887177,0.609923514,45822,35483606.55737705
East York,Woodbine Heights,Lotto Max,2013,747.7369863013698,5832.58904109589,28503,-0.67405419,8.564887177,0.609923514,45822,27515068.493150685
East York,Woodbine Heights,Lotto Max,2014,717.9123287671233,5592.808219178082,28503,-0.67405419,8.564887177,0.609923514,45822,28005479.452054795
East York,Woodbine Heights,Lotto Max,2015,842.5561643835616,6744.8493150684935,28503,-0.67405419,8.564887177,0.609923514,45822,40539726.02739726
Etobicoke,Alderwood / Long Branch,Lottario,2012,99.93442622950819,396.08196721311475,32298,-1.175258451,6.874687968,0.562102586,20046,448142.07650273223
Etobicoke,Alderwood / Long Branch,Lottario,2013,112.05205479452054,417.0191780821918,32298,-1.175258451,6.874687968,0.562102586,20046,486767.12328767125
Etobicoke,Alderwood / Long Branch,Lottario,2014,100.38630136986302,349.17808219178085,32298,-1.175258451,6.874687968,0.562102586,20046,386084.9315068493
Etobicoke,Alderwood / Long Branch,Lottario,2015,118.83561643835617,415.02465753424656,32298,-1.175258451,6.874687968,0.562102586,20046,494164.38356164383
Etobicoke,Alderwood / Long Branch,Lotto 649,2012,719.3196721311475,3875.2349726775956,32298,-1.175258451,6.874687968,0.562102586,20046,10366120.218579235
Etobicoke,Alderwood / Long Branch,Lotto 649,2013,744.7150684931507,4332.509589041096,32298,-1.175258451,6.874687968,0.562102586,20046,10890410.95890411
Etobicoke,Alderwood / Long Branch,Lotto 649,2014,604.1917808219179,4109.416438356165,32298,-1.175258451,6.874687968,0.562102586,20046,8641095.89041096
Etobicoke,Alderwood / Long Branch,Lotto 649,2015,696.1424657534246,4672.791780821918,32298,-1.175258451,6.874687968,0.562102586,20046,14010958.90410959
Etobicoke,Alderwood / Long Branch,Lotto Max,2012,572.0109289617486,5408.44262295082,32298,-1.175258451,6.874687968,0.562102586,20046,35483606.55737705
Etobicoke,Alderwood / Long Branch,Lotto Max,2013,454.1616438356164,4096.1506849315065,32298,-1.175258451,6.874687968,0.562102586,20046,27515068.493150685
Etobicoke,Alderwood / Long Branch,Lotto Max,2014,460.0082191780822,4159.479452054795,32298,-1.175258451,6.874687968,0.562102586,20046,28005479.452054795
Etobicoke,Alderwood / Long Branch,Lotto Max,2015,581.7287671232876,5293.506849315068,32298,-1.175258451,6.874687968,0.562102586,20046,40539726.02739726
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lottario,2012,155.0983606557377,546.3743169398907,33013,-0.488515948,8.057174732,0.595287958,36672,448142.07650273223
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lottario,2013,163.3835616438356,583.0986301369863,33013,-0.488515948,8.057174732,0.595287958,36672,486767.12328767125
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lottario,2014,134.26575342465753,470.06301369863013,33013,-0.488515948,8.057174732,0.595287958,36672,386084.9315068493
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lottario,2015,152.1013698630137,530.972602739726,33013,-0.488515948,8.057174732,0.595287958,36672,494164.38356164383
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto 649,2012,1137.5409836065573,5836.792349726776,33013,-0.488515948,8.057174732,0.595287958,36672,10366120.218579235
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto 649,2013,1140.7397260273972,6327.512328767123,33013,-0.488515948,8.057174732,0.595287958,36672,10890410.95890411
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto 649,2014,870.4465753424657,5577.805479452055,33013,-0.488515948,8.057174732,0.595287958,36672,8641095.89041096
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto 649,2015,945.1260273972603,6067.586301369863,33013,-0.488515948,8.057174732,0.595287958,36672,14010958.90410959
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto Max,2012,912.8770491803278,8398.005464480875,33013,-0.488515948,8.057174732,0.595287958,36672,35483606.55737705
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto Max,2013,697.8493150684932,6121.506849315068,33013,-0.488515948,8.057174732,0.595287958,36672,27515068.493150685
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto Max,2014,675.4684931506849,5880.328767123287,33013,-0.488515948,8.057174732,0.595287958,36672,28005479.452054795
Etobicoke,Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Wood,Lotto Max,2015,813.6383561643836,7362.917808219178,33013,-0.488515948,8.057174732,0.595287958,36672,40539726.02739726
Etobicoke,Islington Avenue,Lottario,2012,56.83606557377049,199.54098360655738,32917,0.785574716,10.27,0.675933726,33520,448142.07650273223
Etobicoke,Islington Avenue,Lottario,2013,61.912328767123284,234.63835616438357,32917,0.785574716,10.27,0.675933726,33520,486767.12328767125
Etobicoke,Islington Avenue,Lottario,2014,53.989041095890414,211.5068493150685,32917,0.785574716,10.27,0.675933726,33520,386084.9315068493
Etobicoke,Islington Avenue,Lottario,2015,63.16712328767123,252.6109589041096,32917,0.785574716,10.27,0.675933726,33520,494164.38356164383
