Borough,Neighbourhood,game,year,Ticket_sales,Net_sales,Income,SES,Education,MBSA,Population,jackpot_size
North York,Don MillsSouth,Lotto 649,2012,899.3825136612022,4265.284153005465,25671,-1.254732404,8.548136441,0.569250986,38289,10366120.218579235
North York,Don MillsSouth,Lotto 649,2013,933.2246575342466,4774.134246575342,25671,-1.254732404,8.548136441,0.569250986,38289,10890410.95890411
North York,Don MillsSouth,Lotto 649,2014,721.2520547945205,4297.101369863014,25671,-1.254732404,8.548136441,0.569250986,38289,8641095.89041096
North York,Don MillsSouth,Lotto 649,2015,833.7972602739726,5058.460273972602,25671,-1.254732404,8.548136441,0.569250986,38289,14010958.90410959
North York,Don MillsSouth,Lotto Max,2012,722.2021857923497,6548.3879781420765,25671,-1.254732404,8.548136441,0.569250986,38289,35483606.55737705
North York,Don MillsSouth,Lotto Max,2013,560.1479452054795,4775.246575342466,25671,-1.254732404,8.548136441,0.569250986,38289,27515068.493150685
North York,Don MillsSouth,Lotto Max,2014,557.5150684931507,4699.068493150685,25671,-1.254732404,8.548136441,0.569250986,38289,28005479.452054795
North York,Don MillsSouth,Lotto Max,2015,724.9424657534247,6333.671232876713,25671,-1.254732404,8.548136441,0.569250986,38289,40539726.02739726
North York,DownsviewCentral,Lottario,2012,86.18032786885246,295.94535519125685,23867,-3.712508313,5.072335025,0.406211688,23727,448142.07650273223
North York,DownsviewCentral,Lottario,2013,105.76164383561644,351.71232876712327,23867,-3.712508313,5.072335025,0.406211688,23727,486767.12328767125
North York,DownsviewCentral,Lottario,2014,89.75890410958904,296.58082191780824,23867,-3.712508313,5.072335025,0.406211688,23727,386084.9315068493
North York,DownsviewCentral,Lottario,2015,106.34794520547945,361.76438356164385,23867,-3.712508313,5.072335025,0.406211688,23727,494164.38356164383
North York,DownsviewCentral,Lotto 649,2012,757.4180327868852,3987.256830601093,23867,-3.712508313,5.072335025,0.406211688,23727,10366120.218579235
North York,DownsviewCentral,Lotto 649,2013,839.6794520547945,4616.915068493151,23867,-3.712508313,5.072335025,0.406211688,23727,10890410.95890411
North York,DownsviewCentral,Lotto 649,2014,649.4849315068493,4067.219178082192,23867,-3.712508313,5.072335025,0.406211688,23727,8641095.89041096
North York,DownsviewCentral,Lotto 649,2015,734.4986301369863,4678.34794520548,23867,-3.712508313,5.072335025,0.406211688,23727,14010958.90410959
North York,DownsviewCentral,Lotto Max,2012,509.07103825136613,4666.03825136612,23867,-3.712508313,5.072335025,0.406211688,23727,35483606.55737705
North York,DownsviewCentral,Lotto Max,2013,445.65205479452055,3859.4657534246576,23867,-3.712508313,5.072335025,0.406211688,23727,27515068.493150685
North York,DownsviewCentral,Lotto Max,2014,443.18630136986303,3775.876712328767,23867,-3.712508313,5.072335025,0.406211688,23727,28005479.452054795
North York,DownsviewCentral,Lotto Max,2015,555.0438356164384,4886.315068493151,23867,-3.712508313,5.072335025,0.406211688,23727,40539726.02739726
North York,DownsviewEast,Lottario,2012,45.85792349726776,151.9071038251366,24480,-3.334585199,5.414089347,0.435168739,5889,448142.07650273223
North York,DownsviewEast,Lottario,2013,53.26849315068493,191.96712328767123,24480,-3.334585199,5.414089347,0.435168739,5889,486767.12328767125
North York,DownsviewEast,Lottario,2014,46.18082191780822,159.7068493150685,24480,-3.334585199,5.414089347,0.435168739,5889,386084.9315068493
North York,DownsviewEast,Lottario,2015,56.038356164383565,195.33150684931508,24480,-3.334585199,5.414089347,0.435168739,5889,494164.38356164383
North York,DownsviewEast,Lotto 649,2012,405.4535519125683,2201.8688524590166,24480,-3.334585199,5.414089347,0.435168739,5889,10366120.218579235
North York,DownsviewEast,Lotto 649,2013,431.1232876712329,2516.4,24480,-3.334585199,5.414089347,0.435168739,5889,10890410.95890411
North York,DownsviewEast,Lotto 649,2014,334.1698630136986,2220.7643835616436,24480,-3.334585199,5.414089347,0.435168739,5889,8641095.89041096
North York,DownsviewEast,Lotto 649,2015,381.3835616438356,2548.117808219178,24480,-3.334585199,5.414089347,0.435168739,5889,14010958.90410959
North York,DownsviewEast,Lotto Max,2012,327.91530054644807,3080.245901639344,24480,-3.334585199,5.414089347,0.435168739,5889,35483606.55737705
North York,DownsviewEast,Lotto Max,2013,263.66027397260274,2405.753424657534,24480,-3.334585199,5.414089347,0.435168739,5889,27515068.493150685
North York,DownsviewEast,Lotto Max,2014,264.4219178082192,2412.3698630136987,24480,-3.334585199,5.414089347,0.435168739,5889,28005479.452054795
North York,DownsviewEast,Lotto Max,2015,341.6191780821918,3216.109589041096,24480,-3.334585199,5.414089347,0.435168739,5889,40539726.02739726
North York,DownsviewNorthwest,Lottario,2012,136.79508196721312,454.0081967213115,20495,-4.945659208,4.595584782,0.302491103,42762,448142.07650273223
North York,DownsviewNorthwest,Lottario,2013,147.93150684931507,491.55342465753426,20495,-4.945659208,4.595584782,0.302491103,42762,486767.12328767125
North York,DownsviewNorthwest,Lottario,2014,128.46027397260275,405.1917808219178,20495,-4.945659208,4.595584782,0.302491103,42762,386084.9315068493
North York,DownsviewNorthwest,Lottario,2015,149.65479452054794,454.8986301369863,20495,-4.945659208,4.595584782,0.302491103,42762,494164.38356164383
North York,DownsviewNorthwest,Lotto 649,2012,1434.295081967213,6887.48087431694,20495,-4.945659208,4.595584782,0.302491103,42762,10366120.218579235
North York,DownsviewNorthwest,Lotto 649,2013,1415.5397260273974,7324.071232876712,20495,-4.945659208,4.595584782,0.302491103,42762,10890410.95890411
North York,DownsviewNorthwest,Lotto 649,2014,1103.0739726027398,6595.454794520548,20495,-4.945659208,4.595584782,0.302491103,42762,8641095.89041096
North York,DownsviewNorthwest,Lotto 649,2015,1201.2246575342465,7271.967123287671,20495,-4.945659208,4.595584782,0.302491103,42762,14010958.90410959
North York,DownsviewNorthwest,Lotto Max,2012,911.7732240437158,7793.838797814207,20495,-4.945659208,4.595584782,0.302491103,42762,35483606.55737705
North York,DownsviewNorthwest,Lotto Max,2013,701.7260273972603,5786.178082191781,20495,-4.945659208,4.595584782,0.302491103,42762,27515068.493150685
North York,DownsviewNorthwest,Lotto Max,2014,691.2465753424658,5644.86301369863,20495,-4.945659208,4.595584782,0.302491103,42762,28005479.452054795
North York,DownsviewNorthwest,Lotto Max,2015,830.4904109589041,6982.671232876713,20495,-4.945659208,4.595584782,0.302491103,42762,40539726.02739726
North York,DownsviewWest,Lottario,2012,113.0846994535519,322.57103825136613,22259,-4.326975272,4.495211268,0.368649318,18000,448142.07650273223
North York,DownsviewWest,Lottario,2013,121.38082191780822,356.1808219178082,22259,-4.326975272,4.495211268,0.368649318,18000,486767.12328767125
North York,DownsviewWest,Lottario,2014,114.88493150684931,336.97534246575344,22259,-4.326975272,4.495211268,0.368649318,18000,386084.9315068493
North York,DownsviewWest,Lottario,2015,133.4054794520548,399.5068493150685,22259,-4.326975272,4.495211268,0.368649318,18000,494164.38356164383
North York,DownsviewWest,Lotto 649,2012,928.3825136612022,4464.453551912568,22259,-4.326975272,4.495211268,0.368649318,18000,10366120.218579235
North York,DownsviewWest,Lotto 649,2013,918.1753424657534,4734.22191780822,22259,-4.326975272,4.495211268,0.368649318,18000,10890410.95890411
North York,DownsviewWest,Lotto 649,2014,755.8767123287671,4443.378082191781,22259,-4.326975272,4.495211268,0.368649318,18000,8641095.89041096
North York,DownsviewWest,Lotto 649,2015,834.0904109589042,4995.4684931506845,22259,-4.326975272,4.495211268,0.368649318,18000,14010958.90410959
North York,DownsviewWest,Lotto Max,2012,595.0273224043716,5086.229508196721,22259,-4.326975272,4.495211268,0.368649318,18000,35483606.55737705
North York,DownsviewWest,Lotto Max,2013,464.06575342465754,3771.109589041096,22259,-4.326975272,4.495211268,0.368649318,18000,27515068.493150685
North York,DownsviewWest,Lotto Max,2014,486.8109589041096,3937.109589041096,22259,-4.326975272,4.495211268,0.368649318,18000,28005479.452054795
North York,DownsviewWest,Lotto Max,2015,591.7369863013698,4993.191780821918,22259,-4.326975272,4.495211268,0.368649318,18000,40539726.02739726
North York,Fairview / Henry Farm / Oriole,Lottario,2012,153,509.25409836065575,23469,-0.914172257,9.720921556,0.595385174,54104,448142.07650273223
North York,Fairview / Henry Farm / Oriole,Lottario,2013,178.1041095890411,547.1945205479452,23469,-0.914172257,9.720921556,0.595385174,54104,486767.12328767125
North York,Fairview / Henry Farm / Oriole,Lottario,2014,145.02739726027397,441.6356164383562,23469,-0.914172257,9.720921556,0.595385174,54104,386084.9315068493
North York,Fairview / Henry Farm / Oriole,Lottario,2015,172.44383561643835,534.068493150685,23469,-0.914172257,9.720921556,0.595385174,54104,494164.38356164383
North York,Fairview / Henry Farm / Oriole,Lotto 649,2012,1511.1803278688524,7013.0327868852455,23469,-0.914172257,9.720921556,0.595385174,54104,10366120.218579235
North York,Fairview / Henry Farm / Oriole,Lotto 649,2013,1547.8739726027397,7787.079452054794,23469,-0.914172257,9.720921556,0.595385174,54104,10890410.95890411
North York,Fairview / Henry Farm / Oriole,Lotto 649,2014,1172.827397260274,6817.175342465754,23469,-0.914172257,9.720921556,0.595385174,54104,8641095.89041096
North York,Fairview / Henry Farm / Oriole,Lotto 649,2015,1332.0027397260274,7853.843835616439,23469,-0.914172257,9.720921556,0.595385174,54104,14010958.90410959
North York,Fairview / Henry Farm / Oriole,Lotto Max,2012,1159.7540983606557,9993.79781420765,23469,-0.914172257,9.720921556,0.595385174,54104,35483606.55737705
North York,Fairview / Henry Farm / Oriole,Lotto Max,2013,918.5452054794521,7603.86301369863,23469,-0.914172257,9.720921556,0.595385174,54104,27515068.493150685
North York,Fairview / Henry Farm / Oriole,Lotto Max,2014,917.4767123287671,7452.767123287671,23469,-0.914172257,9.720921556,0.595385174,54104,28005479.452054795
North York,Fairview / Henry Farm / Oriole,Lotto Max,2015,1140.8383561643836,9571.547945205479,23469,-0.914172257,9.720921556,0.595385174,54104,40539726.02739726
North York,Glencairn,Lottario,2012,76.27868852459017,300.5245901639344,27157,-1.024805395,8.540871696,0.58086785,29236,448142.07650273223
North York,Glencairn,Lottario,2013,86.4876712328767,334.9068493150685,27157,-1.024805395,8.540871696,0.58086785,29236,486767.12328767125
North York,Glencairn,Lottario,2014,76.44657534246575,291.54246575342466,27157,-1.024805395,8.540871696,0.58086785,29236,386084.9315068493
North York,Glencairn,Lottario,2015,87.8,337.4,27157,-1.024805395,8.540871696,0.58086785,29236,494164.38356164383
North York,Glencairn,Lotto 649,2012,626.6693989071039,3466.879781420765,27157,-1.024805395,8.540871696,0.58086785,29236,10366120.218579235
North York,Glencairn,Lotto 649,2013,649.4876712328767,3947.378082191781,27157,-1.024805395,8.540871696,0.58086785,29236,10890410.95890411
North York,Glencairn,Lotto 649,2014,506.3835616438356,3487.6684931506848,27157,-1.024805395,8.540871696,0.58086785,29236,8641095.89041096
North York,Glencairn,Lotto 649,2015,562.3123287671233,3927.7643835616436,27157,-1.024805395,8.540871696,0.58086785,29236,14010958.90410959
North York,Glencairn,Lotto Max,2012,459.1830601092896,4310.928961748634,27157,-1.024805395,8.540871696,0.58086785,29236,35483606.55737705
North York,Glencairn,Lotto Max,2013,374.8109589041096,3371.3561643835615,27157,-1.024805395,8.540871696,0.58086785,29236,27515068.493150685
North York,Glencairn,Lotto Max,2014,363.013698630137,3246.698630136986,27157,-1.024805395,8.540871696,0.58086785,29236,28005479.452054795
North York,Glencairn,Lotto Max,2015,447.5068493150685,4152.356164383562,27157,-1.024805395,8.540871696,0.58086785,29236,40539726.02739726
North York,Hillcrest Village,Lottario,2012,61.51912568306011,208.3087431693989,25147,-0.088445366,10.17531306,0.666936791,25331,448142.07650273223
North York,Hillcrest Village,Lottario,2013,66.62191780821918,217.586301369863,25147,-0.088445366,10.17531306,0.666936791,25331,486767.12328767125
North York,Hillcrest Village,Lottario,2014,52.964383561643835,171.7068493150685,25147,-0.088445366,10.17531306,0.666936791,25331,386084.9315068493
North York,Hillcrest Village,Lottario,2015,60.06027397260274,199.15068493150685,25147,-0.088445366,10.17531306,0.666936791,25331,494164.38356164383
North York,Hillcrest Village,Lotto 649,2012,610.9398907103825,3020.8688524590166,25147,-0.088445366,10.17531306,0.666936791,25331,10366120.218579235
North York,Hillcrest Village,Lotto 649,2013,596.8739726027397,3224.178082191781,25147,-0.088445366,10.17531306,0.666936791,25331,10890410.95890411
North York,Hillcrest Village,Lotto 649,2014,415.4328767123288,2638.7013698630135,25147,-0.088445366,10.17531306,0.666936791,25331,8641095.89041096
North York,Hillcrest Village,Lotto 649,2015,454.3643835616438,2908.586301369863,25147,-0.088445366,10.17531306,0.666936791,25331,14010958.90410959
North York,Hillcrest Village,Lotto Max,2012,451.27322404371586,3984.412568306011,25147,-0.088445366,10.17531306,0.666936791,25331,35483606.55737705
North York,Hillcrest Village,Lotto Max,2013,330.92602739726027,2797.178082191781,25147,-0.088445366,10.17531306,0.666936791,25331,27515068.493150685
North York,Hillcrest Village,Lotto Max,2014,309.24383561643833,2583.054794520548,25147,-0.088445366,10.17531306,0.666936791,25331,28005479.452054795
North York,Hillcrest Village,Lotto Max,2015,369.34520547945203,3238.041095890411,25147,-0.088445366,10.17531306,0.666936791,25331,40539726.02739726
North York,Humber Summit,Lottario,2012,46.52459016393443,151.70491803278688,22557,-4.196615888,5.05960817,0.357526882,11998,448142.07650273223
North York,Humber Summit,Lottario,2013,53.153424657534245,179.5945205479452,22557,-4.196615888,5.05960817,0.357526882,11998,486767.12328767125
North York,Humber Summit,Lottario,2014,44.85753424657534,156.7917808219178,22557,-4.196615888,5.05960817,0.357526882,11998,386084.9315068493
North York,Humber Summit,Lottario,2015,60.16712328767123,239.2958904109589,22557,-4.196615888,5.05960817,0.357526882,11998,494164.38356164383
North York,Humber Summit,Lotto 649,2012,397.6612021857924,2302.5464480874316,22557,-4.196615888,5.05960817,0.357526882,11998,10366120.218579235
North York,Humber Summit,Lotto 649,2013,419.14520547945204,2619.5753424657532,22557,-4.196615888,5.05960817,0.357526882,11998,10890410.95890411
North York,Humber Summit,Lotto 649,2014,328.77260273972604,2279.9506849315067,22557,-4.196615888,5.05960817,0.357526882,11998,8641095.89041096
North York,Humber Summit,Lotto 649,2015,374.4246575342466,2635.758904109589,22557,-4.196615888,5.05960817,0.357526882,11998,14010958.90410959
North York,Humber Summit,Lotto Max,2012,338.1475409836066,3394.8360655737706,22557,-4.196615888,5.05960817,0.357526882,11998,35483606.55737705
North York,Humber Summit,Lotto Max,2013,269.06575342465754,2651.8082191780823,22557,-4.196615888,5.05960817,0.357526882,11998,27515068.493150685
North York,Humber Summit,Lotto Max,2014,262.3917808219178,2580.671232876712,22557,-4.196615888,5.05960817,0.357526882,11998,28005479.452054795
North York,Humber Summit,Lotto Max,2015,339.9890410958904,3379.4246575342468,22557,-4.196615888,5.05960817,0.357526882,11998,40539726.02739726
North York,Humberlea / Emery,Lottario,2012,104.44262295081967,352.3606557377049,23529,-3.793721788,5.309725928,0.389026199,20681,448142.07650273223
North York,Humberlea / Emery,Lottario,2013,107.23287671232876,393.0109589041096,23529,-3.793721788,5.309725928,0.389026199,20681,486767.12328767125
North York,Humberlea / Emery,Lottario,2014,90.65479452054795,316.5068493150685,23529,-3.793721788,5.309725928,0.389026199,20681,386084.9315068493
North York,Humberlea / Emery,Lottario,2015,109.0986301369863,381.7178082191781,23529,-3.793721788,5.309725928,0.389026199,20681,494164.38356164383
North York,Humberlea / Emery,Lotto 649,2012,858.188524590164,4553.497267759562,23529,-3.793721788,5.309725928,0.389026199,20681,10366120.218579235
North York,Humberlea / Emery,Lotto 649,2013,852.7561643835617,4798.641095890411,23529,-3.793721788,5.309725928,0.389026199,20681,10890410.95890411
North York,Humberlea / Emery,Lotto 649,2014,653.5890410958904,4209.131506849315,23529,-3.793721788,5.309725928,0.389026199,20681,8641095.89041096
North York,Humberlea / Emery,Lotto 649,2015,738.2438356164383,4698.4684931506845,23529,-3.793721788,5.309725928,0.389026199,20681,14010958.90410959
North York,Humberlea / Emery,Lotto Max,2012,598.4344262295082,5464.002732240438,23529,-3.793721788,5.309725928,0.389026199,20681,35483606.55737705
North York,Humberlea / Emery,Lotto Max,2013,453.8191780821918,3919.753424657534,23529,-3.793721788,5.309725928,0.389026199,20681,27515068.493150685
North York,Humberlea / Emery,Lotto Max,2014,433.31780821917806,3737.1917808219177,23529,-3.793721788,5.309725928,0.389026199,20681,28005479.452054795
North York,Humberlea / Emery,Lotto Max,2015,550.1205479452054,4855.232876712329,23529,-3.793721788,5.309725928,0.389026199,20681,40539726.02739726
North York,Lawrence Manor / Lawrence Heights,Lottario,2012,154.40983606557376,451.42349726775956,25301,-1.787948467,6.880895284,0.574274331,19754,448142.07650273223
North York,Lawrence Manor / Lawrence Heights,Lottario,2013,167.63835616438357,520.5123287671233,25301,-1.787948467,6.880895284,0.574274331,19754,486767.12328767125
North York,Lawrence Manor / Lawrence Heights,Lottario,2014,141.45753424657534,439.1945205479452,25301,-1.787948467,6.880895284,0.574274331,19754,386084.9315068493
North York,Lawrence Manor / Lawrence Heights,Lottario,2015,149.2,463.6904109589041,25301,-1.787948467,6.880895284,0.574274331,19754,494164.38356164383
North York,Lawrence Manor / Lawrence Heights,Lotto 649,2012,1375.1284153005465,6285.606557377049,25301,-1.787948467,6.880895284,0.574274331,19754,10366120.218579235
North York,Lawrence Manor / Lawrence Heights,Lotto 649,2013,1363.2931506849316,6878.076712328767,25301,-1.787948467,6.880895284,0.574274331,19754,10890410.95890411
North York,Lawrence Manor / Lawrence Heights,Lotto 649,2014,1045.6794520547944,6162.123287671233,25301,-1.787948467,6.880895284,0.574274331,19754,8641095.89041096
North York,Lawrence Manor / Lawrence Heights,Lotto 649,2015,1103.786301369863,6481.8493150684935,25301,-1.787948467,6.880895284,0.574274331,19754,14010958.90410959
North York,Lawrence Manor / Lawrence Heights,Lotto Max,2012,1084.4918032786886,9498.825136612022,25301,-1.787948467,6.880895284,0.574274331,19754,35483606.55737705
North York,Lawrence Manor / Lawrence Heights,Lotto Max,2013,820.1945205479452,6868.986301369863,25301,-1.787948467,6.880895284,0.574274331,19754,27515068.493150685
North York,Lawrence Manor / Lawrence Heights,Lotto Max,2014,810.4547945205479,6657.191780821918,25301,-1.787948467,6.880895284,0.574274331,19754,28005479.452054795
North York,Lawrence Manor / Lawrence Heights,Lotto Max,2015,934.5808219178082,7824.301369863014,25301,-1.787948467,6.880895284,0.574274331,19754,40539726.02739726
North York,North Park / Maple Leaf Park / Upwood Park,Lottario,2012,87.68032786885246,298.6366120218579,23311,-3.635331964,5.447954935,0.408037094,20807,448142.07650273223
North York,North Park / Maple Leaf Park / Upwood Park,Lottario,2013,81.4958904109589,286.82191780821915,23311,-3.635331964,5.447954935,0.408037094,20807,486767.12328767125
North York,North Park / Maple Leaf Park / Upwood Park,Lottario,2014,72.24657534246575,256.7041095890411,23311,-3.635331964,5.447954935,0.408037094,20807,386084.9315068493
North York,North Park / Maple Leaf Park / Upwood Park,Lottario,2015,86.67671232876712,300.0712328767123,23311,-3.635331964,5.447954935,0.408037094,20807,494164.38356164383
North York,North Park / Maple Leaf Park / Upwood Park,Lotto 649,2012,670.2431693989071,3468.967213114754,23311,-3.635331964,5.447954935,0.408037094,20807,10366120.218579235
North York,North Park / Maple Leaf Park / Upwood Park,Lotto 649,2013,579.7095890410959,3269.391780821918,23311,-3.635331964,5.447954935,0.408037094,20807,10890410.95890411
North York,North Park / Maple Leaf Park / Upwood Park,Lotto 649,2014,448.8712328767123,2862.912328767123,23311,-3.635331964,5.447954935,0.408037094,20807,8641095.89041096
North York,North Park / Maple Leaf Park / Upwood Park,Lotto 649,2015,551.4301369863014,3458.6876712328767,23311,-3.635331964,5.447954935,0.408037094,20807,14010958.90410959
North York,North Park / Maple Leaf Park / Upwood Park,Lotto Max,2012,464.1830601092896,4095.4918032786886,23311,-3.635331964,5.447954935,0.408037094,20807,35483606.55737705
North York,North Park / Maple Leaf Park / Upwood Park,Lotto Max,2013,310.4821917808219,2658.72602739726,23311,-3.635331964,5.447954935,0.408037094,20807,27515068.493150685
North York,North Park / Maple Leaf Park / Upwood Park,Lotto Max,2014,304.3095890410959,2587.958904109589,23311,-3.635331964,5.447954935,0.408037094,20807,28005479.452054795
North York,North Park / Maple Leaf Park / Upwood Park,Lotto Max,2015,413.96438356164384,3589.4520547945203,23311,-3.635331964,5.447954935,0.408037094,20807,40539726.02739726
North York,Northwood Park / York University,Lottario,2012,107.61475409836065,335.3524590163934,21182,-3.054979442,7.195180723,0.441033926,25356,448142.07650273223
North York,Northwood Park / York University,Lottario,2013,124.30684931506849,401.53972602739725,21182,-3.054979442,7.195180723,0.441033926,25356,486767.12328767125
North York,Northwood Park / York University,Lottario,2014,105.91506849315068,325.14794520547946,21182,-3.054979442,7.195180723,0.441033926,25356,386084.9315068493
North York,Northwood Park / York University,Lottario,2015,123.69041095890411,380.11506849315066,21182,-3.054979442,7.195180723,0.441033926,25356,494164.38356164383
North York,Northwood Park / York University,Lotto 649,2012,1006.0928961748634,5350.426229508197,21182,-3.054979442,7.195180723,0.441033926,25356,10366120.218579235
North York,Northwood Park / York University,Lotto 649,2013,1018.1506849315068,5745.816438356164,21182,-3.054979442,7.195180723,0.441033926,25356,10890410.95890411
North York,Northwood Park / York University,Lotto 649,2014,801.1506849315068,5009.720547945206,21182,-3.054979442,7.195180723,0.441033926,25356,8641095.89041096
North York,Northwood Park / York University,Lotto 649,2015,892.6246575342466,5681.975342465754,21182,-3.054979442,7.195180723,0.441033926,25356,14010958.90410959
North York,Northwood Park / York University,Lotto Max,2012,765.0956284153006,7146.024590163935,21182,-3.054979442,7.195180723,0.441033926,25356,35483606.55737705
North York,Northwood Park / York University,Lotto Max,2013,582.5698630136986,5164.246575342466,21182,-3.054979442,7.195180723,0.441033926,25356,27515068.493150685
North York,Northwood Park / York University,Lotto Max,2014,575.0191780821917,4968.054794520548,21182,-3.054979442,7.195180723,0.441033926,25356,28005479.452054795
North York,Northwood Park / York University,Lotto Max,2015,705.1972602739726,6219.273972602739,21182,-3.054979442,7.195180723,0.441033926,25356,40539726.02739726
North York,Parkwoods,Lottario,2012,61.68032786885246,216.0191256830601,27070,-0.819931947,8.894247531,0.594947025,34435,448142.07650273223
North York,Parkwoods,Lottario,2013,67.1510989010989,238.55769230769232,27070,-0.819931947,8.894247531,0.594947025,34435,487417.5824175824
North York,Parkwoods,Lottario,2014,47.25205479452055,153.03835616438357,27070,-0.819931947,8.894247531,0.594947025,34435,386084.9315068493
North York,Parkwoods,Lottario,2015,52.1013698630137,170.1260273972603,27070,-0.819931947,8.894247531,0.594947025,34435,494164.38356164383
North York,Parkwoods,Lotto 649,2012,457.6666666666667,2367.7868852459014,27070,-0.819931947,8.894247531,0.594947025,34435,10366120.218579235
North York,Parkwoods,Lotto 649,2013,458.08516483516485,2579.3571428571427,27070,-0.819931947,8.894247531,0.594947025,34435,10890109.89010989
North York,Parkwoods,Lotto 649,2014,342.46849315068494,2213.8109589041096,27070,-0.819931947,8.894247531,0.594947025,34435,8641095.89041096
North York,Parkwoods,Lotto 649,2015,376.75342465753425,2385.1068493150683,27070,-0.819931947,8.894247531,0.594947025,34435,14010958.90410959
North York,Parkwoods,Lotto Max,2012,345.40710382513663,3149.098360655738,27070,-0.819931947,8.894247531,0.594947025,34435,35483606.55737705
North York,Parkwoods,Lotto Max,2013,269.59065934065933,2338.6675824175823,27070,-0.819931947,8.894247531,0.594947025,34435,27478021.97802198
North York,Parkwoods,Lotto Max,2014,250.73698630136985,2113.2876712328766,27070,-0.819931947,8.894247531,0.594947025,34435,28005479.452054795
North York,Parkwoods,Lotto Max,2015,313.6575342465753,2744.2876712328766,27070,-0.819931947,8.894247531,0.594947025,34435,40539726.02739726
North York,Victoria Village,Lottario,2012,28.008196721311474,94.99180327868852,26653,-1.626306921,7.101713452,0.568068425,14150,448142.07650273223
North York,Victoria Village,Lottario,2013,33.553719008264466,115.53443526170798,26653,-1.626306921,7.101713452,0.568068425,14150,488071.6253443526
North York,Victoria Village,Lottario,2014,26.621917808219177,94.73424657534247,26653,-1.626306921,7.101713452,0.568068425,14150,386084.9315068493
North York,Victoria Village,Lottario,2015,34.56712328767123,115.43835616438356,26653,-1.626306921,7.101713452,0.568068425,14150,494164.38356164383
North York,Victoria Village,Lotto 649,2012,216.56830601092895,1062.448087431694,26653,-1.626306921,7.101713452,0.568068425,14150,10366120.218579235
North York,Victoria Village,Lotto 649,2013,228.2032967032967,1205.3626373626373,26653,-1.626306921,7.101713452,0.568068425,14150,10890109.89010989
North York,Victoria Village,Lotto 649,2014,166.86849315068494,1038.3698630136987,26653,-1.626306921,7.101713452,0.568068425,14150,8641095.89041096
North York,Victoria Village,Lotto 649,2015,210.55890410958904,1322.5479452054794,26653,-1.626306921,7.101713452,0.568068425,14150,14010958.90410959
North York,Victoria Village,Lotto Max,2012,169.33879781420765,1570.191256830601,26653,-1.626306921,7.101713452,0.568068425,14150,35483606.55737705
North York,Victoria Village,Lotto Max,2013,136.12121212121212,1201.4325068870523,26653,-1.626306921,7.101713452,0.568068425,14150,27440771.34986226
North York,Victoria Village,Lotto Max,2014,127.0931506849315,1114.9041095890411,26653,-1.626306921,7.101713452,0.568068425,14150,28005479.452054795
North York,Victoria Village,Lotto Max,2015,183.16712328767125,1643.2054794520548,26653,-1.626306921,7.101713452,0.568068425,14150,40539726.02739726
North York,Willowdale / Newtonbrook,Lottario,2012,129.43169398907105,374.1366120218579,22952,0.02959567,11.34857676,0.661879114,32696,448142.07650273223
North York,Willowdale / Newtonbrook,Lottario,2013,146.3131868131868,421.7335164835165,22952,0.02959567,11.34857676,0.661879114,32696,487417.5824175824
North York,Willowdale / Newtonbrook,Lottario,2014,129.8082191780822,372.81369863013697,22952,0.02959567,11.34857676,0.661879114,32696,386084.9315068493
North York,Willowdale / Newtonbrook,Lottario,2015,143.54520547945205,401.4054794520548,22952,0.02959567,11.34857676,0.661879114,32696,494164.38356164383
North York,Willowdale / Newtonbrook,Lotto 649,2012,1262.224043715847,5415.087431693989,22952,0.02959567,11.34857676,0.661879114,32696,10366120.218579235
North York,Willowdale / Newtonbrook,Lotto 649,2013,1307.0384615384614,6073.307692307692,22952,0.02959567,11.34857676,0.661879114,32696,10890109.89010989
North York,Willowdale / Newtonbrook,Lotto 649,2014,983.8465753424657,5297.605479452055,22952,0.02959567,11.34857676,0.661879114,32696,8641095.89041096
North York,Willowdale / Newtonbrook,Lotto 649,2015,1079.1397260273973,5919.67397260274,22952,0.02959567,11.34857676,0.661879114,32696,14010958.90410959
North York,Willowdale / Newtonbrook,Lotto Max,2012,936.0409836065573,7706.789617486339,22952,0.02959567,11.34857676,0.661879114,32696,35483606.55737705
North York,Willowdale / Newtonbrook,Lotto Max,2013,746.5604395604396,5864.972527472528,22952,0.02959567,11.34857676,0.661879114,32696,27478021.97802198
North York,Willowdale / Newtonbrook,Lotto Max,2014,748.3726027397261,5786.58904109589,22952,0.02959567,11.34857676,0.661879114,32696,28005479.452054795
North York,Willowdale / Newtonbrook,Lotto Max,2015,897.5013698630137,7150.3835616438355,22952,0.02959567,11.34857676,0.661879114,32696,40539726.02739726
North York,WillowdaleSouth,Lottario,2012,147.10382513661202,453.03005464480873,30085,1.977675916,13.1277566,0.754711827,67114,448142.07650273223
North York,WillowdaleSouth,Lottario,2013,166.63561643835615,518.9534246575342,30085,1.977675916,13.1277566,0.754711827,67114,486767.12328767125
North York,WillowdaleSouth,Lottario,2014,138.8931506849315,416.96712328767126,30085,1.977675916,13.1277566,0.754711827,67114,386084.9315068493
North York,WillowdaleSouth,Lottario,2015,164.65753424657535,485.4027397260274,30085,1.977675916,13.1277566,0.754711827,67114,494164.38356164383
North York,WillowdaleSouth,Lotto 649,2012,1463.636612021858,7107.224043715847,30085,1.977675916,13.1277566,0.754711827,67114,10366120.218579235
