game,year,month_str,week,total_jp_size,total_jp_sales
Lottario,2015,August,Monday,640407.4074074074,72.24074074074075
Lottario,2015,August,Tuesday,577500,80.68055555555556
Lottario,2015,August,Wednesday,577500,105.51666666666667
Lottario,2015,August,Thursday,577500,90.65555555555555
Lottario,2015,August,Friday,577500,191.09166666666667
Lottario,2015,August,Saturday,526000,161.68666666666667
Lottario,2015,August,Sunday,640000,56.602222222222224
Lottario,2015,September,Monday,1270888.888888889,91.90555555555555
Lottario,2015,September,Tuesday,1194000,105.91777777777777
Lottario,2015,September,Wednesday,1194000,138.0222222222222
Lottario,2015,September,Thursday,1115000,118.00277777777778
Lottario,2015,September,Friday,1115000,246.99444444444444
Lottario,2015,September,Saturday,1115000,199.90277777777777
Lottario,2015,September,Sunday,1269444.4444444445,74.43796296296296
Lottario,2015,October,Monday,250000,57.82222222222222
Lottario,2015,October,Tuesday,250000,71.76944444444445
Lottario,2015,October,Wednesday,250000,90.50833333333334
Lottario,2015,October,Thursday,502000,87.24666666666667
Lottario,2015,October,Friday,502000,194.16444444444446
Lottario,2015,October,Saturday,502000,168.84444444444443
Lottario,2015,October,Sunday,250000,49.879629629629626
Lottario,2015,November,Monday,359888.8888888889,90.54944444444445
Lottario,2015,November,Tuesday,350000,91.74722222222222
Lottario,2015,November,Wednesday,350000,127.70833333333333
Lottario,2015,November,Thursday,350000,110.09722222222223
Lottario,2015,November,Friday,350000,235.64166666666668
Lottario,2015,November,Saturday,350000,186.89166666666668
Lottario,2015,November,Sunday,361120.3703703704,62.674814814814816
Lottario,2015,December,Monday,360407.4074074074,95.91203703703704
Lottario,2015,December,Tuesday,368000,103.24666666666667
Lottario,2015,December,Wednesday,368000,149.70888888888888
Lottario,2015,December,Thursday,368000,141.8488888888889
Lottario,2015,December,Friday,398592.5925925926,205.91018518518518
Lottario,2015,December,Saturday,397500,179.94166666666666
Lottario,2015,December,Sunday,360000,69.43888888888888
